Business,Email,Website,Phone,SourceURL,FreshnessURL,City,Industry,Observation,CheckDate,EvidenceNote,_accepted,_reasons,_normalized_name,_normalized_email,_normalized_domain,_normalized_phone
CyberHAWKS,info@cyberhawks.com,https://www.cyberhawks.com/,669-900-4700,https://www.cyberhawks.com/,https://www.cyberhawks.com/,"Santa Clara, CA",Managed IT and cybersecurity,"CyberHAWKS publishes managed IT, help desk, cloud and network-security services for Bay Area businesses; a plain-English series comparing support options and onboarding can reduce uncertainty for small-business buyers.",2026-09-13,"Current owned site lists 2445 Augustine Drive in Santa Clara, info@cyberhawks.com, phone, active 2026 articles and managed IT/security services.",YES,,cyberhawks,info@cyberhawks.com,cyberhawks.com,6699004700
Furrtropolis,info@furrtropolis.com,https://www.furrtropolis.com/,669-800-5009,https://www.furrtropolis.com/,https://www.furrtropolis.com/,"San Jose, CA",Dog daycare and pet boarding,"Furrtropolis positions itself as more than standard daycare, with a large pet-care facility and boarding/daycare services; first-visit, daycare-vs-boarding and facility-tour content can help pet owners understand the experience before booking.",2026-09-13,"Current owned site lists 902 S Bascom Ave, San Jose, public email/phone, booking CTA and pet daycare/boarding services.",YES,,furrtropolis,info@furrtropolis.com,furrtropolis.com,6698005009
Campbell Landscape,info@campbell-landscape.com,https://www.campbell-landscape.com/,408-497-8600,https://www.campbell-landscape.com/,https://www.campbell-landscape.com/,"Campbell, CA",Landscape design, construction, pools and outdoor living,"Campbell Landscape combines landscape, pool/spa and outdoor-living design with a portfolio and consultation process; educational before/after and project-planning content can help homeowners understand scope before requesting a consultation.",2026-09-13,"Current owned site lists Campbell address, license, public email/phone, service areas and 2026 copyright.",YES,,campbelllandscape,info@campbell-landscape.com,campbell-landscape.com,4084978600
A-1 Gutter Guys,info@a1gutterguys.com,https://www.a-1gutterguys.com/,408-490-4326,https://www.a-1gutterguys.com/about/,https://www.a-1gutterguys.com/about/,"Santa Clara, CA",Gutter repair, guards and commercial gutter services,"A-1 Gutter Guys offers repair, guards and commercial gutter work; maintenance-timing, repair-vs-replacement and commercial/residential explainers can turn a technical home-service purchase into a clearer decision.",2026-09-13,"Current owned site lists Santa Clara, CA license 1087661, public email/phone, service categories and 2026 copyright.",YES,,a1gutterguys,info@a1gutterguys.com,a-1gutterguys.com,4084904326
"Elder, Rock & Company",info@elder-company.com,https://www.elder-company.com/,408-825-1300,https://www.elder-company.com/,https://www.elder-company.com/services.php,"Morgan Hill, CA",Accounting, payroll and tax services,"Elder, Rock & Company offers bookkeeping, payroll, QuickBooks and tax/financial services; compliant educational content can explain service categories and common business-accounting workflows without promising tax or financial outcomes.",2026-09-13,"Current owned site lists Morgan Hill address, public email/phone, accounting services and 2026 copyright. Content must remain educational and avoid guaranteed tax/financial results.",YES,,elderrock,info@elder-company.com,elder-company.com,4088251300
Salas Cleaning Services,info@salascleaningservices.com,https://salascleaningservices.com/,408-600-7286,https://salascleaningservices.com/,https://salascleaningservices.com/,"San Jose, CA",Residential and commercial cleaning,"Salas publishes a wide service menu including residential, commercial, Airbnb, office, post-construction and deep cleaning; a simple service-selector content series can help prospects choose the right cleaning scope.",2026-09-13,"Current owned site lists San Jose, public email/phone, extensive cleaning services and 2026 copyright.",YES,,salascleaningservices,info@salascleaningservices.com,salascleaningservices.com,4086007286
Remnant World Carpets,info@remnantworldcarpets.com,https://remnantworldcarpets.com/,408-292-3737,https://remnantworldcarpets.com/,https://remnantworldcarpets.com/,"San Jose, CA",Carpet and flooring retail,"Remnant World emphasizes carpet remnants plus commercial/residential flooring choices; content explaining remnants, room-size use cases and material selection can help shoppers understand where the value fits.",2026-09-13,"Current owned site lists 401 E Hedding St, San Jose, public email/phone, customer-facing flooring/remnant positioning and 2026 copyright.",YES,,remnantworldcarpets,info@remnantworldcarpets.com,remnantworldcarpets.com,4082923737
RG Handyman SV,rg8handyman@gmail.com,https://rghandymansv.com/,408-310-6918,https://rghandymansv.com/,https://rghandymansv.com/,"Gilroy, CA",Handyman, maintenance and remodeling,"RG Handyman SV covers maintenance, carpentry, painting, flooring, fencing, drywall and renovations; 'which trade/service do I need?' content is a natural way to make the broad service menu easier to navigate.",2026-09-13,"Current owned site lists Gilroy, public email/phone, detailed trade/service categories and 2026 copyright.",YES,,rghandymansv,rg8handyman@gmail.com,rghandymansv.com,4083106918
Rubio's Flooring Services,info@rubiosflooring.com,https://www.rubiosflooringservices.com/,408-829-1184,https://www.rubiosflooringservices.com/,https://www.rubiosflooringservices.com/,"San Jose, CA",Flooring installation and refinishing,"Rubio's offers hardwood, laminate, vinyl/LVP, tile and refinishing; material-comparison and room/use-case content can make a flooring quote easier to approach for homeowners.",2026-09-13,"Current owned site lists San Jose service area, public email/phone, flooring categories, free-estimate workflow and 2026 copyright. The site itself publishes the rubiosflooring.com email, so the cross-domain contact is retained as explicit evidence rather than inferred.",YES,,rubiosflooringservices,info@rubiosflooring.com,rubiosflooringservices.com,4088291184
Lux Method,info@luxmethod.com,https://www.luxmethod.com/,408-889-7606,https://www.luxmethod.com/house-cleaning-service-san-jose-ca/,https://www.luxmethod.com/house-cleaning-service-san-jose-ca/,"Santa Clara / San Jose, CA",House, recurring and move-in/out cleaning,"Lux Method offers recurring, deep and move-in/out cleaning with a documented process; comparison content around first clean vs recurring service and preparation checklists can reduce booking friction.",2026-09-13,"Current owned site lists 540 Benton St in Santa Clara, public email/phone, San Jose service page, recurring/deep/move cleaning and 2026 copyright.",YES,,luxmethod,info@luxmethod.com,luxmethod.com,4088897606
